,Description,Position Id,Variance,EPC,PC,Position,Men off,Wastage,Checkers,1,2,3,4,5,6,Formula used,Estimate,Error,Abc,Matussek,2 Tower,3 Tower,4 Tower,5 Tower,Odd,CG,CG_N,gap1,gap2,gap3,gap4,gap5,gap6,tower1,tower2,tower3,tower4,tower5,tower6,towers,acedeuce,highlow,High,Medium,Low,Rollish
106,Rollish,1066,0.26198998,23.164194,14,A 022100,10,9.164194,5,0,2,2,1,0,0,Matussek,23.1,-0.06419410706,23.0,23.1,,,,,1,2.3,0.7666666666666666,1,0,0,0,1,1,0,0,0,0,0,0,0,2,2,False,False,False,True
107,Medium,270,0.13553575,15.677983,8,C 012000,12,7.677983,3,0,1,2,0,0,0,Three Tower,15.6,-0.077983284,16.5,15.4,,15.6,,,1,2.1666666666666665,0.7222222222222222,1,0,0,1,1,1,0,0,0,0,0,0,0,1,2,False,True,False,False
108,Rollish,19348,0.6352588,58.309734,37,0 462111,0,21.309734,15,4,6,2,1,1,1,Tba,44.0,-14.30973434,51.0,60.6,,,,,1,1.9666666666666668,0.6555555555555556,0,0,0,0,0,0,0,1,0,0,0,0,1,10,5,False,False,False,True
109,Low,36736,0.8407349,57.293743,44,2 224203,2,13.293743,13,2,2,4,2,0,3,Tba,51.0,-6.293743134,55.2,59.4,,,,,1,2.8846153846153846,0.9615384615384616,0,0,0,0,1,0,0,0,0,0,0,0,0,4,4,False,False,True,False
110,Low,36542,0.6265489,43.25133,32,6 220203,6,11.25133,9,2,2,0,2,0,3,Tba,39.0,-4.251331329,42.0,43.2,,,,,1,3.0555555555555554,1.0185185185185184,0,0,1,0,1,0,0,0,0,0,0,0,0,4,3,False,False,True,False
111,Low,39634,0.93007445,64.50135,53,0 322323,0,11.50135,15,3,2,2,3,2,3,Tba,60.0,-4.501350403,64.0,68.6,,,,,1,3.033333333333333,1.011111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,False,False,True,False
112,Medium,28161,0.4899301,34.37023,24,8 210202,8,10.37023,7,2,1,0,2,0,2,Matussek,33.8,-0.5702316284,33.5,33.8,,,,,1,2.9285714285714284,0.9761904761904762,0,0,1,0,1,0,0,0,0,0,0,0,0,3,2,False,True,False,False
113,Low,39454,0.81135005,57.39853,46,2 321223,2,11.39853,13,3,2,1,2,2,3,Tba,53.0,-4.398529053,57.0,60.4,,,,,1,3.0384615384615383,1.0128205128205128,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,False,False,True,False
114,Rollish,16863,0.4753556,44.19438,26,4 521201,4,18.19438,11,5,2,1,2,0,1,Tba,33.0,-11.19438171,39.0,44.8,,,,,1,1.8636363636363638,0.6212121212121212,0,0,0,0,1,0,1,0,0,0,0,0,1,7,5,False,False,False,True
115,Rollish,16606,0.5997687,51.76726,34,2 335101,2,17.76726,13,3,3,5,1,0,1,Tba,41.0,-10.76726151,47.4,52.9,,,,,1,2.1153846153846154,0.7051282051282052,0,0,0,0,1,0,0,0,1,0,0,0,1,6,5,False,False,False,True
116,Low,15790,0.7469094,54.387894,28,1 652001,1,26.387894,14,6,5,2,0,0,1,Tba,35.0,-19.38789368,43.5,53.7,,,,,0,2.0,0.6666666666666666,0,0,0,1,1,0,1,1,0,0,0,0,2,11,6,False,False,True,False
117,Rollish,1243,0.47131506,43.667004,25,4 334100,4,18.667004,11,3,3,4,1,0,0,Tba,32.0,-11.66700363,38.7,43.0,,,,,1,1.772727272727273,0.5909090909090909,0,0,0,0,1,1,0,0,0,0,0,0,0,6,4,False,False,False,True
118,Low,15680,0.6619977,47.39548,23,3 641001,3,24.39548,12,6,4,1,0,0,1,Tba,30.0,-17.39548111,38.0,46.6,,,,,0,1.9166666666666667,0.638888888888889,0,0,0,1,1,0,1,0,0,0,0,0,1,10,6,False,False,True,False
119,Rollish,487,0.37768123,36.750237,20,6 234000,6,16.750237,9,2,3,4,0,0,0,Tba,27.0,-9.750236511,32.7,36.6,,,,,1,1.7222222222222223,0.5740740740740741,0,0,0,1,1,1,0,0,0,0,0,0,0,5,4,False,False,False,True
120,Rollish,206,0.47144088,43.036446,18,4 551000,4,25.036446,11,5,5,1,0,0,0,Tba,25.0,-18.03644562,33.5,40.8,,,,,1,1.1363636363636365,0.37878787878787884,0,0,0,1,1,1,1,1,0,0,0,0,2,10,5,False,False,False,True
121,Rollish,398,0.2861967,29.787535,16,8 133000,8,13.787535,7,1,3,3,0,0,0,Matussek,28.8,-0.9875347137,27.0,28.8,,,,,1,1.7857142857142856,0.5952380952380952,0,0,0,1,1,1,0,0,0,0,0,0,0,4,3,False,False,False,True
122,Rollish,74,0.38659292,36.035507,14,6 450000,6,22.035507,9,4,5,0,0,0,0,Tba,21.0,-15.0355072,28.5,34.0,,,,,1,1.0555555555555556,0.35185185185185186,0,0,1,1,1,1,0,1,0,0,0,0,1,9,5,False,False,False,True
123,Rollish,179,0.19193187,22.390417,10,A 131000,10,12.390417,5,1,3,1,0,0,0,Matussek,21.2,-1.190417099,20.5,21.2,,,,,1,1.5,0.5,0,0,0,1,1,1,0,0,0,0,0,0,0,4,3,False,False,False,True
124,Rollish,20,0.21219136,22.00463,6,A 410000,10,16.00463,5,4,1,0,0,0,0,Matussek,20.8,-1.204629135,18.5,20.8,,,,,1,0.7,0.2333333333333333,0,0,1,1,1,1,0,0,0,0,0,0,0,5,4,False,False,False,True
125,Low,32944,1.0105435,64.84547,50,0 235032,0,14.84547,15,2,3,5,0,3,2,Tba,57.0,-7.845466614,62.4,67.2,,,,,1,2.8333333333333335,0.9444444444444445,0,0,0,1,0,0,0,0,1,0,0,0,1,5,5,False,False,True,False
126,Medium,48336,1.5185062,73.13674,64,0 024225,0,9.13674,15,0,2,4,2,2,5,Tba,71.0,-2.136741638,73.2,77.0,,,,,1,3.7666666666666666,1.2555555555555555,1,0,0,0,0,0,0,0,0,0,0,1,1,2,5,False,True,False,False
127,Low,21303,0.7896474,57.49163,40,1 335021,1,17.49163,14,3,3,5,0,2,1,Tba,47.0,-10.49163055,53.4,58.9,,,,,0,2.857142857142857,0.9523809523809524,0,0,0,1,0,0,0,0,1,0,0,0,1,6,5,False,False,True,False
128,Medium,48241,1.4259179,66.81154,58,2 014125,2,8.81154,13,0,1,4,1,2,5,Tba,65.0,-1.811538696,66.7,69.3,,,,,1,3.9615384615384617,1.3205128205128205,1,0,0,0,0,0,0,0,0,0,0,1,1,1,5,False,True,False,False
129,Low,7357,0.75630146,49.13816,33,3 235020,3,16.13816,12,2,3,5,0,2,0,Tba,40.0,-9.138160706,46.4,49.8,,,,,0,2.75,0.9166666666666666,0,0,0,1,0,1,0,0,1,0,0,0,1,5,5,False,False,True,False
130,Medium,48087,1.2569056,59.574123,51,4 013025,4,8.574123,11,0,1,3,0,2,5,Tba,58.0,-1.574123383,59.0,61.1,,,,,1,4.136363636363637,1.378787878787879,1,0,0,1,0,0,0,0,0,0,0,1,1,1,5,False,True,False,False
131,Low,4302,0.573362,39.829277,25,5 234010,5,14.829277,10,2,3,4,0,1,0,Tba,32.0,-7.829277039,37.7,40.8,,,,,0,2.5,0.8333333333333334,0,0,0,1,0,1,0,0,0,0,0,0,0,5,4,False,False,True,False
132,High,48053,1.2277011,53.253002,46,6 002025,6,7.253002,9,0,0,2,0,2,5,Abc,53.0,-0.2530021667,53.0,54.0,,,,,1,4.611111111111111,1.537037037037037,1,1,0,1,0,0,0,0,0,0,0,1,1,0,5,True,False,False,False
133,Low,477,0.4093848,30.955784,18,7 224000,7,12.955784,8,2,2,4,0,0,0,Matussek,33.3,2.344216156,30.2,33.3,,,,,0,2.25,0.75,0,0,0,1,1,1,0,0,0,0,0,0,0,4,4,False,False,True,False
134,High,44254,0.96414024,40.380516,34,9 000024,9,6.380516,6,0,0,0,0,2,4,Matussek,40.3,-0.08051605225,41.0,40.3,,,,,0,5.666666666666667,1.888888888888889,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4,True,False,False,False
135,Rollish,285,0.2086881,22.909586,12,9 222000,9,10.909586,6,2,2,2,0,0,0,Matussek,24.7,1.790414047,23.0,24.7,,,,,0,2.0,0.6666666666666666,0,0,0,1,1,1,0,0,0,0,0,0,0,4,2,False,False,False,True
136,High,31410,0.67314273,31.224773,25,A 001022,10,6.224773,5,0,0,1,0,2,2,Matussek,30.9,-0.324773407,32.0,30.9,,,,,1,4.5,1.5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,True,False,False,False
137,Medium,166,0.19040543,16.081276,8,B 121000,11,8.081276,4,1,2,1,0,0,0,Matussek,17.9,1.81872406,18.0,17.9,,,,,0,2.0,0.6666666666666666,0,0,0,1,1,1,0,0,0,0,0,0,0,3,2,False,True,False,False
138,High,7054,0.42399967,21.864346,15,B 011020,11,6.864346,4,0,1,1,0,2,0,Matussek,22.0,0.1356544495,23.5,22.0,,,,,0,3.75,1.25,1,0,0,1,0,1,0,0,0,0,0,0,0,1,2,True,False,False,False
139,Medium,17,0.0,8.166667,3,D 110000,13,5.166667,2,1,1,0,0,0,0,Matussek,10.8,2.633333015,12.5,10.8,,,,,0,1.5,0.5,0,0,1,1,1,1,0,0,0,0,0,0,0,2,1,False,True,False,False
140,High,48760,1.7891669,75.72655,68,0 013335,0,7.72655,15,0,1,3,3,3,5,Abc,76.0,0.2734527588,76.0,79.5,,,,,1,4.033333333333333,1.3444444444444443,1,0,0,0,0,0,0,0,0,0,0,1,1,1,5,True,False,False,False
141,Medium,45322,1.479727,65.77374,58,2 013234,2,7.77374,13,0,1,3,2,3,4,Tba,65.0,-0.7737426758,66.0,69.0,,,,,1,3.9615384615384617,1.3205128205128205,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,False,True,False,False
142,Medium,43859,1.0261881,60.193195,50,2 132214,2,10.193195,13,1,3,2,2,1,4,Tba,57.0,-3.193195343,59.5,63.4,,,,,1,3.3461538461538463,1.1153846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,False,True,False,False
143,High,45204,1.3425297,58.34724,51,4 012134,4,7.34724,11,0,1,2,1,3,4,Abc,58.5,0.152759552,58.5,60.8,,,,,1,4.136363636363637,1.378787878787879,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,True,False,False,False
144,Low,42398,0.8372018,52.716564,41,4 132104,4,11.716564,11,1,3,2,1,0,4,Tba,48.0,-4.716564178,50.5,53.8,,,,,1,3.227272727272727,1.0757575757575757,0,0,0,0,1,0,0,0,0,0,0,0,0,4,4,False,False,True,False
145,High,44562,1.1886896,53.396275,46,5 012124,5,7.396275,10,0,1,2,1,2,4,Abc,53.5,0.1037254333,53.5,55.6,,,,,0,4.6,1.5333333333333332,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,True,False,False,False
146,Medium,36189,0.61793655,39.87463,29,7 130103,7,10.87463,8,1,3,0,1,0,3,Matussek,39.1,-0.7746299744,38.5,39.1,,,,,0,3.625,1.2083333333333333,0,0,1,0,1,0,0,0,0,0,0,0,0,4,3,False,True,False,False
147,Medium,7676,0.56920654,29.728462,22,9 012120,9,7.728462,6,0,1,2,1,2,0,Matussek,30.2,0.4715377808,30.5,30.2,,,,,0,3.6666666666666665,1.222222222222222,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,False,True,False,False
148,Rollish,49,0.30133972,29.00553,10,8 430000,8,19.00553,7,4,3,0,0,0,0,Matussek,27.4,-1.605529404,23.5,27.4,,,,,1,0.9285714285714286,0.30952380952380953,0,0,1,1,1,1,0,0,0,0,0,0,0,7,4,False,False,False,True
149,Medium,3906,0.2978778,18.357496,10,B 120010,11,8.357496,4,1,2,0,0,1,0,Matussek,19.3,0.9425037384,20.0,19.3,,,,,0,2.5,0.8333333333333334,0,0,1,1,0,1,0,0,0,0,0,0,0,3,2,False,True,False,False
150,Rollish,6124,0.6401083,52.56586,38,2 233410,2,14.56586,13,2,3,3,4,1,0,Tba,45.0,-7.565860748,50.0,54.6,,,,,1,2.423076923076923,0.8076923076923076,0,0,0,0,0,1,0,0,0,0,0,0,0,5,4,False,False,False,True
151,Rollish,168,0.1793872,22.592064,10,9 321000,9,12.592064,6,3,2,1,0,0,0,Matussek,23.9,1.307936096,22.0,23.9,,,,,0,1.6666666666666667,0.5555555555555556,0,0,0,1,1,1,0,0,0,0,0,0,0,5,3,False,False,False,True
152,Low,2735,0.596661,45.6662,32,4 133400,4,13.6662,11,1,3,3,4,0,0,Tba,39.0,-6.66619873,43.0,46.4,,,,,1,2.409090909090909,0.8030303030303031,0,0,0,0,1,1,0,0,0,0,0,0,0,4,4,False,False,True,False
153,High,40914,1.3804309,55.86553,49,5 001243,5,6.86553,10,0,0,1,2,4,3,Abc,56.0,0.1344718933,56.0,57.2,,,,,0,4.9,1.6333333333333335,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,True,False,False,False
154,High,34083,1.139923,46.745842,40,7 000242,7,6.745842,8,0,0,0,2,4,2,Matussek,47.3,0.55415802,47.0,47.3,,,,,0,5.0,1.6666666666666667,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,True,False,False,False
155,High,48988,1.9182576,75.1856,68,1 002345,1,7.1856,14,0,0,2,3,4,5,Abc,75.0,-0.1856002808,75.0,77.6,,,,,0,4.857142857142857,1.6190476190476188,1,1,0,0,0,0,0,0,0,0,0,1,1,0,5,True,False,False,False
156,High,33918,1.0305008,42.607124,36,8 000142,8,6.607124,7,0,0,0,1,4,2,Five Tower,42.8,0.1928756714,43.0,42.9,,,,42.8,1,4.642857142857143,1.5476190476190477,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,True,False,False,False
157,High,45704,1.6113827,65.12306,58,3 002244,3,7.12306,12,0,0,2,2,4,4,Abc,65.0,-0.1230621338,65.0,67.1,,,,,0,4.833333333333333,1.611111111111111,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,True,False,False,False
158,High,32763,0.8473797,36.452488,30,9 001032,9,6.452488,6,0,0,1,0,3,2,Matussek,36.1,-0.3524879456,37.0,36.1,,,,,0,5.0,1.6666666666666667,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3,True,False,False,False
159,High,40920,1.3891596,58.141457,51,4 011243,4,7.141457,11,0,1,1,2,4,3,Abc,58.5,0.358543396,58.5,60.5,,,,,1,4.136363636363637,1.378787878787879,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,True,False,False,False
160,High,3996,0.25944978,13.25823,8,D 001010,13,5.25823,2,0,0,1,0,1,0,Matussek,13.5,0.2417697906,16.0,13.5,,,,,0,4.0,1.3333333333333333,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,True,False,False,False
161,Medium,45385,1.5067717,69.07469,61,1 103334,1,8.07469,14,1,0,3,3,3,4,Tba,68.0,-1.074691772,69.5,72.1,,,,,0,4.357142857142857,1.4523809523809523,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,False,True,False,False
162,Medium,48684,1.320276,68.119514,59,1 220235,1,9.119514,14,2,2,0,2,3,5,Tba,66.0,-2.119514465,69.0,72.0,,,,,0,4.214285714285714,1.4047619047619049,0,0,1,0,0,0,0,0,0,0,0,1,1,4,5,False,True,False,False
163,Medium,36943,0.87154835,52.608917,41,4 203303,4,11.608917,11,2,0,3,3,0,3,Tba,48.0,-4.608917236,50.5,52.4,,,,,1,3.227272727272727,1.0757575757575757,0,1,0,0,1,0,0,0,0,0,0,0,0,2,3,False,True,False,False
164,Medium,40322,1.028121,59.400517,50,2 221233,2,9.400517,13,2,2,1,2,3,3,Tba,57.0,-2.40051651,60.0,62.6,,,,,1,3.3461538461538463,1.1153846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,False,True,False,False
165,Medium,28679,0.7369303,46.586178,35,5 203302,5,11.586178,10,2,0,3,3,0,2,Tba,42.0,-4.586177826,44.5,46.3,,,,,0,3.5,1.1666666666666667,0,1,0,0,1,0,0,0,0,0,0,0,0,2,3,False,True,False,False
166,Low,39245,0.7930236,50.952,41,4 221123,4,9.952,11,2,2,1,1,2,3,Tba,48.0,-2.951999664,51.0,53.0,,,,,1,3.227272727272727,1.0757575757575757,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,False,False,True,False
167,Medium,28356,0.6587863,42.036976,32,6 113202,6,10.036976,9,1,1,3,2,0,2,Tba,39.0,-3.036975861,41.0,42.2,,,,,1,3.0555555555555554,1.0185185185185184,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,False,True,False,False
168,Medium,38953,0.7200364,41.881092,33,7 201023,7,8.881092,8,2,0,1,0,2,3,Matussek,42.0,0.1189079285,42.0,42.0,,,,,0,4.125,1.375,0,1,0,1,0,0,0,0,0,0,0,0,0,2,3,False,True,False,False
169,Medium,27928,0.5911637,35.52862,26,8 103102,8,9.52862,7,1,0,3,1,0,2,Matussek,34.5,-1.028621674,34.5,34.5,,,,,1,3.2142857142857144,1.0714285714285714,0,1,0,0,1,0,0,0,0,0,0,0,0,1,3,False,True,False,False
170,High,31762,0.8007302,35.21058,29,9 001122,9,6.21058,6,0,0,1,1,2,2,Matussek,35.3,0.08942108154,35.0,35.3,,,,,0,4.833333333333333,1.611111111111111,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,True,False,False,False
171,Medium,15833,0.43377995,28.12701,18,9 113001,9,10.12701,6,1,1,3,0,0,1,Matussek,27.3,-0.8270103455,27.0,27.3,,,,,0,3.0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,3,False,True,False,False
172,High,30045,0.6337688,30.061878,24,A 001112,10,6.061878,5,0,0,1,1,1,2,Matussek,30.1,0.03812179565,30.0,30.1,,,,,1,4.3,1.4333333333333333,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,True,False,False,False
173,High,21399,0.5766314,25.78907,20,B 000121,11,5.78907,4,0,0,0,1,2,1,Matussek,25.4,-0.3890701294,26.0,25.4,,,,,0,5.0,1.6666666666666667,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,True,False,False,False
174,High,256,0.24922839,12.476852,6,D 002000,13,6.476852,2,0,0,2,0,0,0,Three Tower,12.2,-0.276852417,14.0,12.1,,12.2,,,0,3.0,1.0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,2,True,False,False,False
175,Medium,4570,0.2437967,17.002686,11,C 010110,12,6.002686,3,0,1,0,1,1,0,Matussek,17.4,0.3973144531,19.5,17.4,,,,,1,3.1666666666666665,1.0555555555555556,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,False,True,False,False
176,High,3876,0.11959877,9.300926,5,E 000010,14,4.300926,1,0,0,0,0,1,0,Five Tower,10.2,0.8990737915,13.0,9.7,,,,10.2,1,4.5,1.5,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,True,False,False,False
177,Medium,19,0.11959877,15.199074,5,B 310000,11,10.199074,4,3,1,0,0,0,0,Matussek,16.8,1.600926208,16.5,16.8,,,,,0,1.25,0.4166666666666667,0,0,1,1,1,1,0,0,0,0,0,0,0,4,3,False,True,False,False
178,Rollish,17472,0.6806061,58.977345,41,0 344301,0,17.977345,15,3,4,4,3,0,1,Tba,48.0,-10.97734451,54.2,61.2,,,,,1,2.2333333333333334,0.7444444444444445,0,0,0,0,1,0,0,0,0,0,0,0,0,7,4,False,False,False,True
179,Medium,50117,1.3448153,73.00466,60,0 134016,0,13.00466,15,1,3,4,0,1,6,Tba,67.0,-6.00466156,70.7,75.4,,,,,1,3.5,1.1666666666666667,0,0,0,1,0,0,0,0,0,0,0,1,1,4,6,False,True,False,False
180,Low,36018,0.8216362,59.80036,40,1 434003,1,19.80036,14,4,3,4,0,0,3,Tba,47.0,-12.80036163,53.7,59.9,,,,,0,2.857142857142857,0.9523809523809524,0,0,0,1,1,0,0,0,0,0,0,0,0,7,4,False,False,True,False
181,Medium,34331,1.4109924,67.8944,59,0 122442,0,8.8944,15,1,2,2,4,4,2,Tba,66.0,-1.89440155,68.0,72.3,,,,,1,3.433333333333333,1.1444444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,False,True,False,False
182,Rollish,15933,0.558279,50.7347,29,2 534001,2,21.7347,13,5,3,4,0,0,1,Tba,36.0,-14.73469925,43.7,50.7,,,,,1,1.7307692307692308,0.576923076923077,0,0,0,1,1,0,1,0,0,0,0,0,1,8,5,False,False,False,True
183,Medium,33528,1.1745275,59.810772,51,2 121432,2,8.810772,13,1,2,1,4,3,2,Tba,58.0,-1.810771942,60.0,63.3,,,,,1,3.423076923076923,1.141025641025641,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,False,True,False,False
184,Rollish,489,0.46646255,43.352943,22,4 434000,4,21.352943,11,4,3,4,0,0,0,Tba,29.0,-14.35294342,36.7,42.6,,,,,1,1.5,0.5,0,0,0,1,1,1,0,0,0,0,0,0,0,7,4,False,False,False,True
185,Medium,23815,0.98867536,51.69306,42,4 120431,4,9.69306,11,1,2,0,4,3,1,Tba,49.0,-2.693061829,51.0,53.4,,,,,1,3.3181818181818183,1.1060606060606062,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,False,True,False,False
186,Rollish,299,0.3839373,36.07042,16,6 432000,6,20.07042,9,4,3,2,0,0,0,Tba,23.0,-13.07041931,29.5,35.0,,,,,1,1.2777777777777777,0.4259259259259259,0,0,0,1,1,1,0,0,0,0,0,0,0,7,4,False,False,False,True
187,Medium,22279,0.86657053,43.77115,35,6 110421,6,8.77115,9,1,1,0,4,2,1,Tba,42.0,-1.771148682,43.5,44.9,,,,,1,3.388888888888889,1.1296296296296295,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,False,True,False,False
188,High,22269,0.86834794,39.257668,32,8 000421,8,7.257668,7,0,0,0,4,2,1,Four Tower,38.7,-0.5576675415,39.0,39.6,,,38.7,,1,4.071428571428571,1.357142857142857,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,True,False,False,False
189,High,2056,0.37209007,18.520283,12,C 000300,12,6.520283,3,0,0,0,3,0,0,Four Tower,18.6,0.07971725464,20.0,17.7,,,18.6,,1,3.5,1.1666666666666667,1,1,1,0,1,1,0,0,0,0,0,0,0,0,3,True,False,False,False
190,High,831,0.23070988,11.115741,6,D 010100,13,5.115741,2,0,1,0,1,0,0,Matussek,12.2,1.084259224,14.5,12.2,,,,,0,3.0,1.0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,True,False,False,False
191,Medium,39486,1.0377512,55.590446,47,3 122223,3,8.590446,12,1,2,2,2,2,3,Tba,54.0,-1.590446472,56.0,58.2,,,,,0,3.9166666666666665,1.3055555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,False,True,False,False
192,Rollish,284,0.18277825,22.610968,11,A 122000,10,11.610968,5,1,2,2,0,0,0,Matussek,21.7,-0.9109676361,21.0,21.7,,,,,1,1.7000000000000002,0.5666666666666668,0,0,0,1,1,1,0,0,0,0,0,0,0,3,2,False,False,False,True
193,Medium,44736,1.2574618,66.380554,57,1 033224,1,9.380554,14,0,3,3,2,2,4,Tba,64.0,-2.380554199,66.0,70.4,,,,,0,4.071428571428571,1.357142857142857,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,False,True,False,False
194,Low,32159,0.93731374,59.391083,48,1 224222,1,11.391083,14,2,2,4,2,2,2,Tba,55.0,-4.391082764,59.2,63.7,,,,,0,3.4285714285714284,1.1428571428571428,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,False,False,True,False
195,Rollish,21631,0.6951178,55.88269,40,1 343121,1,15.88269,14,3,4,3,1,2,1,Tba,47.0,-8.88269043,52.5,59.0,,,,,0,2.857142857142857,0.9523809523809524,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,False,False,False,True
196,Low,30542,0.84614533,52.38308,41,3 214212,3,11.38308,12,2,1,4,2,1,2,Tba,48.0,-4.383079529,51.7,55.2,,,,,0,3.4166666666666665,1.1388888888888888,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,False,False,True,False
197,Low,21215,0.6819847,50.31786,35,3 243021,3,15.31786,12,2,4,3,0,2,1,Tba,42.0,-8.31785965,46.5,51.6,,,,,0,2.9166666666666665,0.9722222222222222,0,0,0,1,0,0,0,0,0,0,0,0,0,6,4,False,False,True,False
198,Medium,17045,0.6612138,42.893215,30,5 214201,5,12.893215,10,2,1,4,2,0,1,Tba,37.0,-5.893215179,40.7,43.9,,,,,0,3.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,4,False,True,False,False
199,Low,18870,0.56211835,42.074856,28,5 233011,5,14.074856,10,2,3,3,0,1,1,Tba,35.0,-7.074855804,39.0,42.1,,,,,0,2.8,0.9333333333333332,0,0,0,1,0,0,0,0,0,0,0,0,0,5,3,False,False,True,False
200,Medium,1783,0.5194664,32.53751,21,7 213200,7,11.53751,8,2,1,3,2,0,0,Matussek,33.0,0.4624900818,32.0,33.0,,,,,0,2.625,0.875,0,0,0,0,1,1,0,0,0,0,0,0,0,3,3,False,True,False,False
201,Rollish,399,0.3475479,30.485853,17,7 233000,7,13.485853,8,2,3,3,0,0,0,Matussek,31.8,1.314146805,29.0,31.8,,,,,0,2.125,0.7083333333333334,0,0,0,1,1,1,0,0,0,0,0,0,0,5,3,False,False,False,True
202,Medium,1134,0.49674565,26.644842,15,9 203100,9,11.644842,6,2,0,3,1,0,0,Matussek,26.3,-0.3448421478,25.5,26.3,,,,,0,2.5,0.8333333333333334,0,1,0,0,1,1,0,0,0,0,0,0,0,2,3,False,True,False,False
203,Rollish,180,0.21049818,22.767805,11,9 231000,9,11.767805,6,2,3,1,0,0,0,Matussek,24.2,1.432194901,22.5,24.2,,,,,0,1.8333333333333333,0.611111111111111,0,0,0,1,1,1,0,0,0,0,0,0,0,5,3,False,False,False,True
204,High,258,0.33958238,17.442387,8,B 202000,11,9.442387,4,2,0,2,0,0,0,Matussek,18.1,0.6576133728,18.0,18.1,,,,,0,2.0,0.6666666666666666,0,1,0,1,1,1,0,0,0,0,0,0,0,2,2,True,False,False,False
205,Medium,34263,1.1836029,65.8059,56,0 222342,0,9.8059,15,2,2,2,3,4,2,Tba,63.0,-2.805900574,66.0,70.9,,,,,1,3.2333333333333334,1.0777777777777777,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,False,True,False,False
206,Medium,45228,1.3498672,64.576996,56,2 023134,2,8.576996,13,0,2,3,1,3,4,Tba,63.0,-1.57699585,64.5,67.9,,,,,1,3.8076923076923075,1.2692307692307692,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,False,True,False,False
207,Low,31562,0.8328823,53.143085,40,3 143022,3,13.143085,12,1,4,3,0,2,2,Tba,47.0,-6.14308548,50.5,54.7,,,,,0,3.3333333333333335,1.1111111111111112,0,0,0,1,0,0,0,0,0,0,0,0,0,5,4,False,False,True,False
208,Low,21214,0.6923335,47.472317,34,4 143021,4,13.472317,11,1,4,3,0,2,1,Tba,41.0,-6.472316742,44.5,48.6,,,,,1,2.590909090909091,0.8636363636363636,0,0,0,1,0,0,0,0,0,0,0,0,0,5,4,False,False,True,False
209,Medium,40839,1.1539054,64.02892,53,1 312143,1,11.02892,14,3,1,2,1,4,3,Tba,60.0,-4.028923035,63.5,67.9,,,,,0,3.7857142857142856,1.2619047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,False,True,False,False
210,Medium,21206,0.6777472,41.900875,31,6 033021,6,10.900875,9,0,3,3,0,2,1,Tba,38.0,-3.900875092,40.0,42.3,,,,,1,2.9444444444444446,0.9814814814814815,1,0,0,1,0,0,0,0,0,0,0,0,0,3,3,False,True,False,False
211,Low,36312,0.6821879,46.18244,33,5 312103,5,13.18244,10,3,1,2,1,0,3,Tba,40.0,-6.182441711,43.5,46.1,,,,,0,3.3,1.0999999999999999,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,False,False,True,False
